Identifikasjonsnr,Objekttype,Beskrivende datering,Ervervelse
NG.K&H.B.15100,Billedkunst,Antagelig mellom 1600 og 1640,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15101,Billedkunst,Antagelig siste halvdel av 1700-tallet,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15102,Billedkunst,Antagelig mellom 1590 og 1602,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15103,Billedkunst,Antagelig midten av 1600-tallet,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15104,Billedkunst,1708,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15105,Billedkunst,Antagelig mellom 1510 og 1570,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15106,Billedkunst,Antagelig første halvdel av 1600-tallet,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15106VERSO,Billedkunst,,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15107,Billedkunst,Antagelig 1600-tallet  ,Ervervelsesopplysninger under arbeid
NG.K&H.B.15108,Billedkunst,Antagelig mellom 1580 og 1620,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15109,Billedkunst,Antagelig mellom 1540 og 1580,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15110,Billedkunst,Antagelig mellom 1660 og 1705,"Gave fra Ludvig Malthe, år ukjent"
NG.K&H.B.15111,Billedkunst,Antagelig mellom 1680 og 1747,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15112,Billedkunst,Antagelig mellom 1600 og 1668,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15113,Billedkunst,Antagelig mellom 1600 og 1668,Ervervelsesopplysninger under arbeid
NG.K&H.B.15114,Billedkunst,Antagelig mellom 1600 og 1668,Ervervelsesopplysninger under arbeid
NG.K&H.B.15115,Billedkunst,Antagelig mellom 1720 og 1770,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15116,Billedkunst,Antagelig ca.1600  ,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15117,Billedkunst,Antagelig midten av 1500-tallet,Ervervelsesopplysninger under arbeid
NG.K&H.B.15117|,Billedkunst,,
NG.K&H.B.15118,Billedkunst,Antagelig mellom 1680 og 1746,Ervervelsesopplysninger under arbeid
NG.K&H.B.15118VERSO,Billedkunst,Antagelig mellom 1680 og 1746,Ervervelsesopplysninger under arbeid
NG.K&H.B.15119,Billedkunst,Antagelig 1821,Ervervelsesopplysninger under arbeid
NG.K&H.B.15120,Billedkunst,Antagelig mellom 1620 og 1660,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15121,Billedkunst,Antagelig mellom 1580 og 1610,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15121VERSO,Billedkunst,,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15122,Billedkunst,Antagelig mellom  1580 og 1629,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15123,Billedkunst,Antagelig mellom 1550 og 1588,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15124,Billedkunst,Antagelig mellom 1590 og 1626,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15125,Billedkunst,Antagelig mellom 1560 og 1609  Antagelig siste halvdel av 1500-tallet ,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15126,Billedkunst,Antagelig mellom 1595 og 1625,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15127,Billedkunst,Antagelig mellom 1600 og 1660,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15128,Billedkunst,Antagelig mellom 1550 og 1607,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15129,Billedkunst,1600-tallet,Ervervelsesopplysninger under arbeid
NG.K&H.B.15130,Billedkunst,Antagelig mellom 1580 og 1600,"Gave fra Ludvig Malthe, år ukjent"
NG.K&H.B.15131,Billedkunst,Før 1529,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15132,Billedkunst,Antagelig mellom 1520 og 1560,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15132VERSO,Billedkunst,Antagelig mellom 1520 og 1560,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15133,Billedkunst,Antagelig mellom 1520 og 1560,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15134,Billedkunst,Antgelig mellom 1520 og 1560,Ervervelsesopplysninger under arbeid
NG.K&H.B.15135,Billedkunst,Midten av 1500-tallet,Ervervelsesopplysninger under arbeid
NG.K&H.B.15136,Billedkunst,Antagelig mellom 1565 og 1575,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15137,Billedkunst,Antagelig mellom 1565 og 1575,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15138,Billedkunst,Antagelig mellom 1680 og 1730,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15138VERSO,Billedkunst,Antagelig mellom 1680 og 1730,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15139,Billedkunst,Antagelig mellom 1570 og 1590,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15140,Billedkunst,Antagelig mellom 1570 og 1590,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15141,Billedkunst,Midten av 1500-tallet,Ervervelsesopplysninger under arbeid
NG.K&H.B.15142,Billedkunst,Antagelig mellom 1580 og 1607,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15143,Billedkunst,Antagelig melllom 1710 og 1767,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15144,Billedkunst,Antagelig 1500-tallet,"Gave fra Ludvig Malthe, år ukjent"
NG.K&H.B.15145,Billedkunst,1600-tallet,Ervervelsesopplysninger under arbeid
NG.K&H.B.15146,Billedkunst,1500-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15147,Billedkunst,Antagelig mellom 1620 og 1680,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15148,Billedkunst,Antagelig mellom 1620 og 1680,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15149,Billedkunst,1700-tallet,Gave fra Ludvig Malthe 1894
NG.K&H.B.15150,Billedkunst,Ca. 1600,Ervervelsesopplysninger under arbeid
NG.K&H.B.15150VERSO,Billedkunst,Ca. 1600,Ervervelsesopplysninger under arbeid
NG.K&H.B.15151,Billedkunst,Antagelig mellom 1550 og 1585,Ervervelsesopplysninger under arbeid
NG.K&H.B.15152,Billedkunst,Antagelig mellom 1550 og 1585,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15153,Billedkunst,Antagelig mellom 1550 og 1585,Kjøpt av Sophus Larpent 1894
NG.K&H.B.15154,Billedkunst,Antagelig mellom 1550 og 1585,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15155,Billedkunst,Antagelig mellom 1550 og 1585,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15156,Billedkunst,Antagelig mellom 1550 og 1585,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15157,Billedkunst,Antagelig mellom 1550 og 1585,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15158,Billedkunst,Antagelig mellom 1550 og 1585,"Antagelig testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15159,Billedkunst,Mellom 1570 og 1585,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15160,Billedkunst,Antagelig ca. 1580,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15161,Billedkunst,Antagelig mellom 1520 og 1570,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15162,Billedkunst,Antagelig mellom 1795 og 1840,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15163,Billedkunst,Antagelig mellom 1795 og 1840,Ervervelsesopplysninger under arbeid
NG.K&H.B.15164,Billedkunst,Antagelig mellom 1550 og 1585,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 (1911-1914)"
NG.K&H.B.15165,Billedkunst,Antagelig mellom 1625 og 1648,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15166,Billedkunst,Antagelig mellom 1510 og 1543,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15167,Billedkunst,Antagelig mellom 1510 og 1543,Ervervelsesopplysninger under arbeid
NG.K&H.B.15168,Billedkunst,Antagelig mellom 1510 og 1543,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15169,Billedkunst,Antagelig mellom 1510 og 1543,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15170,Billedkunst,Antagelig mellom 1510 og 1543,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15171,Billedkunst,Antagelig mellom 1510 og 1543,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15172,Billedkunst,Antagelig mellom 1510 og 1543,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15173,Billedkunst,Antagelig mellom 1580 og 1613,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15174,Billedkunst,Antagelig mellom 1755 og 1789,Gave fra Ludvig Malthe 1894
NG.K&H.B.15175,Billedkunst,Antagelig mellom 1580 og 1613,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15176,Billedkunst,Antagelig mellom 1620 og 1660,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15177,Billedkunst,Ca. 1600,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15177VERSO,Billedkunst,(1600) Ca.,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15178,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15178A,Billedkunst,,
NG.K&H.B.15178VERSO,Billedkunst,,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15179,Billedkunst,Siste halvdel av 1600-tallet,"Antagelig testamentarisk gave fra Sophus Larpent,, innkommet 1914"
NG.K&H.B.15180,Billedkunst,Antagelig mellom 1580 og 1609,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15181,Billedkunst,1650-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15182,Billedkunst,Antagelig mellom 1575 og 1602,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15183,Billedkunst,Mellom 1585 og 1595,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15184,Billedkunst,Antagelig mellom 1575 og 1602,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15185,Billedkunst,Antagelig mellom 1575 og 1602,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15186,Billedkunst,Antagelig første halvdel av 1600-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15187,Billedkunst,Antagelig mellom 1720 og 1750,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15188,Billedkunst,Antagelig mellom 1575 og 1619,"Testamentarisk gave fra Sophus Larpent til Nasjonalgalleriet, innkommet 1914"
NG.K&H.B.15188VERSO,Billedkunst,Antagelig mellom 1575 og 1619,"Testamentarisk gave fra Sophus Larpent til Nasjonalgalleriet, innkommet 1914"
NG.K&H.B.15189,Billedkunst,Ca. 1600,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15190,Billedkunst,Antagelig før 1594,Ervervelsesopplysninger under arbeid
NG.K&H.B.15191,Billedkunst,Antagelig mellom 1575 og 1619,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15192,Billedkunst,Antagelig mellom 1575 og 1619,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15193,Billedkunst,Antagelig 1750,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15194,Billedkunst,Mellom 1580 og 1629,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15195,Billedkunst,Antagelig ca. 1700,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15196,Billedkunst,Antagelig mellom 1635 og 1670,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15197,Billedkunst,Antagelig mellom 1636 og 1670,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15198,Billedkunst,Antagelig mellom 1650 og 1719,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15199,Billedkunst,Antagelig mellom 1650 og 1719,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15200,Billedkunst,Antagelig mellom 1650 og 1719,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15201,Billedkunst,Antagelig mellom 1650 og 1719,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15202,Billedkunst,Antagelig mellom 1510 og 1550,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15203,Billedkunst,Antagelig mellom 1510 og 1550,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15204,Billedkunst,Antagelig ca. 1530,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15205,Billedkunst,Antagelig 1600-tallet,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15206,Billedkunst,Antagelig siste halvdel av 1500-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15206VERSO,Billedkunst,Antagelig siste halvdel av 1500-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15207,Billedkunst,Antagelig siste halvdel av 1700-tallet,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15208,Billedkunst,Antagelig siste halvdel av 1700-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15209,Billedkunst,Antagelig mellom 1610 og 1630,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15210,Billedkunst,Første halvdel av 1700-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15211,Billedkunst, Antagelig 1620-årene,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15212,Billedkunst,Antagelig mellom 1680 og 1708,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15213,Billedkunst,Antagelig mellom 1640 og 1686,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15214,Billedkunst,Siste halvdel av 1500-tallet,Kjøpt av Sophus Larpent 1894
NG.K&H.B.15215,Billedkunst,Antagelig mellom 1600 og 1640,Ervervelsesopplysninger under arbeid
NG.K&H.B.15216,Billedkunst,Antagelig mellom 1600 og 1640,Ervervelsesopplysninger under arbeid
NG.K&H.B.15217,Billedkunst,Antagelig mellom 1600 og 1640,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15218,Billedkunst,Første halvdel av 1650-tallet,Kjøpt av Sophus Larpent 1894
NG.K&H.B.15219,Billedkunst,Antagelig ca. 1550,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15220,Billedkunst,Mellom 1500 og 1546,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15221,Billedkunst,,
NG.K&H.B.15222,Billedkunst,Antagelig mellom 1660 og 1689,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15223,Billedkunst,Antagelig 1576 eller 1577,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15224,Billedkunst,Mellom 1575 og 1608,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15225,Billedkunst,Ca. 1520,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15226,Billedkunst,Antagelig mellom 1670 og 1729,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15227,Billedkunst,Antagelig mellom 1625 og 1680,Gave fra Ludvig Malthe 1894
NG.K&H.B.15228,Billedkunst,Antagelig mellom 1675 og 1726,Gave fra Ludvig Malthe 1894
NG.K&H.B.15229,Billedkunst,Antagelig ca. 1620,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15230,Billedkunst,Antagelig mellom 1630 og 1690  ,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15231,Billedkunst,Antagelig siste halvdel av 1600-tallet,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15231VERSO,Billedkunst,Antagelig siste halvdel av 1600-tallet,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15232,Billedkunst,Antagelig siste halvdel av 1600-tallet,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15233,Billedkunst,Antagelig mellom 1570 og 1628,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15234,Billedkunst,Antagelig ca. 1650,"Antagelig gave fra Ludvig Malthe, år ukjent"
NG.K&H.B.15235,Billedkunst,Mellom 1610 og 1666,Kjøpt av Sophus Larpent 1894  
NG.K&H.B.15236,Billedkunst,Antagelig 1618  ,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15237,Billedkunst,Mellom 1610 og 1666,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15238,Billedkunst,Mellom 1610 og 1666,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15238VERSO,Billedkunst,Mellom 1610 og 1666,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15239,Billedkunst,Antagelig mellom 1610 og 1666,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903  
NG.K&H.B.1524VERSO,Billedkunst,Antagelig mellom 1610 og 1666,
NG.K&H.B.15240,Billedkunst,Antagelig mellom 1610 og 1666  ,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15241,Billedkunst,Antagelig 1700-tallet,Antagelig kjøpt fra Siegwald Dahls dødsbo 1903  
NG.K&H.B.15242,Billedkunst,Antagelig første halvdel av 1600-tallet,Ervervelsesopplysninger under arbeid
NG.K&H.B.15242VERSO,Billedkunst,Antagelig første halvdel av 1600-tallet,Ervervelsesopplysninger under arbeid
NG.K&H.B.15243,Billedkunst,Antagelig mellom 1610 og 1666,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15243V,Billedkunst,,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15244,Billedkunst,Før 1627,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15245,Billedkunst,Mellom 1620 og 1635,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15246,Billedkunst,Før 1627,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15247,Billedkunst,Antagelig mellom 1610 og 1666,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15248,Billedkunst,Antagelig første halvdel av 1600-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15249,Billedkunst,Ca. 1600  ,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15250,Billedkunst,Antagelig flrste halvdel av 1600-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15251,Billedkunst,Antagelig mellom 1643 og 1696,Ervervelsesopplysninger under arbeid
NG.K&H.B.15252,Billedkunst,Antagelig mellom 1520 og 1550,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15253,Billedkunst,Antagelig mellom 1600 og 1626,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15254,Billedkunst,Antagelig mellom 1600 og 1626,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15255,Billedkunst,Antagelig mellom 1690 og 1727,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15256,Billedkunst,Antagelig mellom 1690 og 1727,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15257,Billedkunst,Antagelig siste halvdel av 1600-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15258,Billedkunst,Antagelig ca. 1700  ,Ervervelsesopplysninger under arbeid
NG.K&H.B.15259,Billedkunst,Antagelig ca. 1700,Ervervelsesopplysninger under arbeid
NG.K&H.B.15260,Billedkunst,Antagelig mellom 1730 og 1780,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15261,Billedkunst,Antagelig mellom 1510 og 1600,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15262,Billedkunst,Mellom 1550 og 1592,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15263,Billedkunst,Mellom 1550 og 1592,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15264,Billedkunst,Antagelig siste halvdel av 1500-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15265,Billedkunst,Antagelig siste halvdel av 1500-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15266,Billedkunst,Antagelig første del av 1500-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15267,Billedkunst,Antagelig mellom 1580 og 1620,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 (1911-1914)"
NG.K&H.B.15268,Billedkunst,Antagelig ca. 1600,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15269,Billedkunst,Antagelig ca. 1600,Kjøpt av Sophus Larpent 1894
NG.K&H.B.15269VERSO,Billedkunst,Antagelig ca. 1600,Kjøpt av Sophus Larpent 1894
NG.K&H.B.15270,Billedkunst,Antagelig 1600-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15270VERSO,Billedkunst,Antagelig 1600-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15271,Billedkunst,Antagelig mellom 1520 og 1540,Ervervelsesopplysninger under arbeid
NG.K&H.B.15272,Billedkunst,Antagelig mellom 1520 og 1540,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15273,Billedkunst,Antagelig mellom 1520 og 1540,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15273VERSO,Billedkunst,Antagelig mellom 1520 og 1540,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15274,Billedkunst,Mellom 1527 og 1531,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15275,Billedkunst,Antagelig mellom 1530 og 1600  ,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15276,Billedkunst,Antagelig mellom 1800 og 1835,Ervervelsesopplysninger under arbeid
NG.K&H.B.15277,Billedkunst,Antagelig første halvdel av 1600-tallet  ,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15278,Billedkunst,Antagelig andre halvdel av 1600-tallet  ,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15278VERSO,Billedkunst,Antagelig andre halvdel av 1600-tallet,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15279,Billedkunst,Antagelig 1500-tallet  ,"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15280,Billedkunst,Antagelig ca. 1550,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15281,Billedkunst,(1517-1518),"Testamentarisk gave fra Sophus Larpent, innkommet 1914 "
NG.K&H.B.15282,Billedkunst,Antagelig første halvdel av 1500-tallet,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15283,Billedkunst,Antagelig siste halvdel av 1600-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15284,Billedkunst,Første halvdel av 1700-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15285,Billedkunst,Antagelig første halvdel av 1600-tallet,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15286,Billedkunst,Antagelig første halvdel av 1700-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15287,Billedkunst,Antagelig første halvdel av 1700-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15288,Billedkunst,Antagelig 1700-tallet,Ervervelsesopplysninger under arbeid
NG.K&H.B.15289,Billedkunst,Antagelig ca. 1700,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15290,Billedkunst,Første halvdel av 1600-tallet,Gave fra Ludvig Malthe 1894
NG.K&H.B.15291,Billedkunst,Antagelig mellom 1720 og 1766,Kjøpt av Cathrine Dahl 1893
NG.K&H.B.15292,Billedkunst,Ca. 1600,Kjøpt av Sophus Larpent 1894  
NG.K&H.B.15293,Billedkunst,Antagelig mellom 1730 og 1769,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15294,Billedkunst,Antagelig første halvdel av 1700-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15295,Billedkunst,Antagelig mellom 1660 og 1699,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15296,Billedkunst,Antagelig mellom 1520 og 1550,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15297,Billedkunst,Antagelig mellom 1550 og 1590,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15298,Billedkunst,Antagelig mellom 1550 og 1591,Ervervelsesopplysninger under arbeid
NG.K&H.B.15299,Billedkunst,Antagelig mellom 1530 og 1600,Ervervelsesopplysninger under arbeid
NG.K&H.B.15300,Billedkunst,Antagelig mellom 1530 og 1600,Ervervelsesopplysninger under arbeid
NG.K&H.B.15301,Billedkunst,Antagelig mellom 1530 og 1556,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15302,Billedkunst,Antagelig ca. 1600,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15303,Billedkunst,Ca. 1630,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15304,Billedkunst,Ca. 1605,"Testamentarisk gave fra Sophus Larpent, innkommet 1914"
NG.K&H.B.15305,Billedkunst,Antagelig ca. 1650,Ervervelsesopplysninger under arbeid
NG.K&H.B.15306,Billedkunst,Antagelig mellom 1635 og 1666,Ervervelsesopplysninger under arbeid
NG.K&H.B.15307,Billedkunst,Antagelig siste halvdel av 1500-tallet,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15308,Billedkunst,Antagelig mellom 1620 og 1660,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15309,Billedkunst,-1657,Ervervelsesopplysninger under arbeid
NG.K&H.B.15310,Billedkunst,Antagelig ca. 1600,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15311,Billedkunst,Antagelig ca. 1600,Kjøpt fra Siegwald Dahls dødsbo 1903
NG.K&H.B.15312,Billedkunst,Antagelig ca. 1600,Kjøpt fra Siegwald Dahls dødsbo 1903
