INTVENTARNUMMER,Fornavn kunstner,Etternavn kunstner,FØDT,DØD,FØDESTED,DØDSSTED,Koordinat fødested,Koordinat dødssted,Nasjonalitet kunstner,Kjønn kunstner,Yrke kunstner,Navn produsent,Nasjonalitet produsent,Produsent etablert,Bransje produsent,BETEGNELSE,Presisert betegnelse,EMNEORD,FARGE,Produksjonssted,Koordinat produksjonssted,Produsert fra dato,Produsert til dato,Aksesjon fra dato,Aksesjon til dato
NG.K&H.A.09200,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09200,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09201,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09201,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09202,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09202,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09203,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09203,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09204,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09204,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09205,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09205,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09206,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09206,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09207,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09207,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09208,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09208,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09209,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09209,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09210,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09210,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09211,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09211,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09212,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09212,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09213,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09213,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09214,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09214,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09215,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09215,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09216,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09216,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09217,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09217,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09218,Francisco de,Goya,1746,1828,Fuendetodos (Spania),Bordeaux (Frankrike),"41.3429064, -0.9598392999999987","44.837789, -0.5791799999999512",Spania,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1797,1798,1898,1898
NG.K&H.A.09218,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1799,1799,1898,1898
NG.K&H.A.09219,Adolf,Menzel,1815,1905,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09220,Adolf,Menzel,1815,1905,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09221,Adolf,Menzel,1815,1905,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09222,Adolf,Menzel,1815,1905,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09223,Adolf,Menzel,1815,1905,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09224,Adolf,Menzel,1815,1905,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09225,Adolf,Menzel,1815,1905,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09226,Hans Nicolay,Hansen,1853,1923,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09227,John Leopold,Lübschitz,1858,1941,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09228,John Leopold,Lübschitz,1858,1941,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09230,Julius,Rosenbaum,1848,,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09231,Julius,Rosenbaum,1848,,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09232,Julius,Rosenbaum,1848,,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09234,John Leopold,Lübschitz,1858,1941,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09235,John Leopold,Lübschitz,1858,1941,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,1887,1887,,
NG.K&H.A.09236,John Leopold,Lübschitz,1858,1941,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,1889,1889,,
NG.K&H.A.09237,John Leopold,Lübschitz,1858,1941,,,,,Danmark,Mann,,,,,,Grafikk,,Bildende kunst,,,,1886,1886,,
NG.K&H.A.09238,Edvard,Munch,1863,1944,"Løten, Hedmark (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1896,1896,,
NG.K&H.A.09239,Edvard,Munch,1863,1944,"Løten, Hedmark (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1896,1896,,
NG.K&H.A.09239,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1896,1896,,
NG.K&H.A.09240,Edvard,Munch,1863,1944,"Løten, Hedmark (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,1896,1896,,
NG.K&H.A.09240,,,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1897,1897,,
NG.K&H.A.09242,Theophile N.,Chauvel,1831,1910,,,,,Frankrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09243,Theophile N.,Chauvel,1831,1910,,,,,Frankrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09244,Theophile N.,Chauvel,1831,1910,,,,,Frankrike,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09340,Franz,Stuck,1863,1928,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09341,Sion,Wenban,,,,,,,,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09342,Georg,Buchner,1858,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09343,Peter,Halm,1854,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09344,Hubert v.,Heyden,1860,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09345,Fritz,Völlmy,1863,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09346,Wilhelm,Leibl,1844,1900,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09347,Joh,Manefeld,1844,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09348,Ernst,Zimmermann,1852,1901,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09349,C. Th.,Meyer-Basel,1860,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09350,Hans,Anetsberer,1870,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,1892,1892,,
NG.K&H.A.09351,Moritz,Erdmann,1845,,,,,,,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09352,Max,Dasio,1865,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09353,Eugen,Kirchner,1865,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09354,Max,Liebermann,1847,1935,,,,,Tyskland,Mann,Billedkunstner,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09355,Otto,Gampert,1842,,,,,,Sveits,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09356,Patron,Hugh,1853,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09357,Ludwig,Kühn,1859,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09358,Fritz,Völlmy,1863,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09359,Sion,Wenban,,,,,,,,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09360,C. I.,Becker-Gundahl,1856,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09361,Moritz,Erdmann,1845,,,,,,,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09362,Eugen,Kirchner,1865,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09363,Gustav Adolf,Hoffmann,1865,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09364,Joh,Manefeld,1844,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09365,Carl H,Schmidt-Helmbrechts,1871,,,,,,Tyskland,Mann,,,,,,Grafikk,,Bildende kunst,,,,,,,
NG.K&H.A.09366,Amandus,Dier,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1924,1924,,
NG.K&H.A.09367,Amandus,Dier,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1924,1924,,
NG.K&H.A.09368,Amandus,Dier,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1924,1924,,
NG.K&H.A.09369,Amandus,Dier,,,,,,,,,,,,,,Grafikk,,Bildende kunst,,,,1924,1924,,
