KunstnerNøkkel,Fornavn kunstner,Etternavn kunstner,FØDT,DØD,Antall verk
BengtNordenberg1822,Bengt,Nordenberg,1822,1902,1
Christian AugustPrintz1819,Christian August,Printz,1819,1867,2
EugèneVerboeckhoven1799,Eugène,Verboeckhoven,1799,1881,2
SophieRibbing1835,Sophie,Ribbing,1835,1894,3
KarlLorck1829,Karl,Lorck,1829,1882,2
Carl FredrikKiørboe1799,Carl Fredrik,Kiørboe,1799,1876,1
WernerHolmberg1830,Werner,Holmberg,1830,1860,3
FerdinandFagerlin1825,Ferdinand,Fagerlin,1825,1907,1
ArtemisiaGentileschi1597,Artemisia,Gentileschi,1597,1652,1
Carl Maria NicolausHummel1821,Carl Maria Nicolaus,Hummel,1821,1907,1
AdolfSeel1829,Adolf,Seel,1829,1907,1
Johan ChristianBerger1803,Johan Christian,Berger,1803,1871,1
LudvigMunthe1841,Ludvig,Munthe,1841,1896,8
GerritLundens1622,Gerrit,Lundens,1622,1677,2
Christian DelphinWexelsen1830,Christian Delphin,Wexelsen,1830,1883,5
ToreBilling1816,Tore,Billing,1816,1892,1
AlfredWiström1833,Alfred,Wiström,1833,1873,1
SophusJacobsen1833,Sophus,Jacobsen,1833,1912,3
EdvardBergh1828,Edvard,Bergh,1828,1880,1
Pieter Symonsz.Potter1597,Pieter Symonsz.,Potter,1597,1652,1
"Adriaen, hans skoleBrouwer1605","Adriaen, hans skole",Brouwer,1605,1638,1
Johann SalomonWahl1689,Johann Salomon,Wahl,1689,1765,2
KarlUchermann1855,Karl,Uchermann,1855,1940,4
AbrahamWuchters1601,Abraham,Wuchters,1601,1682,1
AmaldusNielsen1838,Amaldus,Nielsen,1838,1932,12
Frederik  Ludvig (F.L)Storch1805,Frederik  Ludvig (F.L),Storch,1805,1883,1
"Pieter, hans verkstedCoecke van Aelst1502","Pieter, hans verksted",Coecke van Aelst,1502,1550,1
GeorgeLance1802,George,Lance,1802,1864,1
CarlSkånberg1850,Carl,Skånberg,1850,1883,1
JohannesGrimelund1842,Johannes,Grimelund,1842,1917,3
PerEkström1844,Per,Ekström,1844,1935,1
HenrikOlrik1830,Henrik,Olrik,1830,1890,1
KittyKielland1843,Kitty,Kielland,1843,1914,16
Haakon JensenKaulum1863,Haakon Jensen,Kaulum,1863,1933,1
ClaudeMonet1840,Claude,Monet,1840,1926,2
Willem Claesz.Heda1594,Willem Claesz.,Heda,1594,1678,2
HjalmarMunsterhjelm1840,Hjalmar,Munsterhjelm,1840,1905,1
PederBalke1804,Peder,Balke,1804,1887,20
AxelJungstedt1859,Axel,Jungstedt,1859,1933,1
Pierre GeorgesJeanniot1848,Pierre Georges,Jeanniot,1848,1934,1
NilsGude1859,Nils,Gude,1859,1908,1
William TurnerDannat1853,William Turner,Dannat,1853,1929,1
Maerten Fransz.  van derHulst1600,Maerten Fransz.  van der,Hulst,1600,1630,1
JanPorcellis1584,Jan,Porcellis,1584,1632,1
Nicolaes Cornelisz.Moeyart1592,Nicolaes Cornelisz.,Moeyart,1592,1655,1
ChristenBrun1828,Christen,Brun,1828,1905,2
KarlNordström1855,Karl,Nordström,1855,1923,3
AugustJerndorff1846,August,Jerndorff,1846,1906,18
KristianZahrtmann1843,Kristian,Zahrtmann,1843,1917,5
ElisabethJerichau Baumann1819,Elisabeth,Jerichau Baumann,1819,1881,1
OttoMarseus van Schrieck1619,Otto,Marseus van Schrieck,1619,1678,2
FredrikBorgen1852,Fredrik,Borgen,1852,1907,9
Frits vonUhde1848,Frits von,Uhde,1848,1911,1
Poul (Paul)Fischer1860,Poul (Paul),Fischer,1860,1934,1
AntonMirou1586,Anton,Mirou,1586,1661,1
CarlNielsen1848,Carl,Nielsen,1848,1908,3
Nicolaes vanGelder1620,Nicolaes van,Gelder,1620,1677,1
RichardBergh1858,Richard,Bergh,1858,1919,1
HannaPauli1864,Hanna,Pauli,1864,1940,1
HalfdanStrøm1863,Halfdan,Strøm,1863,1949,18
NielsSkovgaard1858,Niels,Skovgaard,1858,1938,2
FerdinandBraekeleer (I)1792,Ferdinand,Braekeleer (I),1792,1883,1
JohannesMüller1863,Johannes,Müller,1863,1945,1
RagnvaldHjerlow1863,Ragnvald,Hjerlow,1863,1947,2
EugèneJansson1862,Eugène,Jansson,1862,1915,2
"Lucas, hans verkstedCranach d.y.1515","Lucas, hans verksted",Cranach d.y.,1515,1586,1
Christian MeyerRoss1843,Christian Meyer,Ross,1843,1904,3
BernhardHinna1871,Bernhard,Hinna,1871,1951,1
JacobConing1648,Jacob,Coning,1648,1724,9
AndreasSingdahlsen1855,Andreas,Singdahlsen,1855,1947,2
JuliusPaulsen1860,Julius,Paulsen,1860,1940,2
SigurdLilloe1865,Sigurd,Lilloe,1865,1934,1
FritzSyberg1862,Fritz,Syberg,1862,1939,4
BrunoLiljefors1860,Bruno,Liljefors,1860,1939,1
OdaKrohg1860,Oda,Krohg,1860,1935,5
Nils AlstrupDahl1876,Nils Alstrup,Dahl,1876,1940,3
TorsteinTorsteinson1876,Torstein,Torsteinson,1876,1966,10
SvendHammershøi1873,Svend,Hammershøi,1873,1948,1
ThomasCouture1815,Thomas,Couture,1815,1879,1
Johann HeinrichSchmidt1749,Johann Heinrich,Schmidt,1749,1829,1
JanWeenix1640,Jan,Weenix,1640,1719,1
MarieTannæs1854,Marie,Tannæs,1854,1939,2
Hendrick vanAnthonissen1606,Hendrick van,Anthonissen,1606,1652,1
Johann MelchiorRoos1659,Johann Melchior,Roos,1659,1731,1
AugustJacobsen1868,August,Jacobsen,1868,1955,4
FrederikPetersen1759,Frederik,Petersen,1759,1825,5
AlfredHauge1876,Alfred,Hauge,1876,1901,2
Karl JohanHolter1870,Karl Johan,Holter,1870,1960,1
PhilipBarlag1840,Philip,Barlag,1840,1913,2
AaseNørregaard1869,Aase,Nørregaard,1869,1908,1
Peter Alfred  (P.A.)Schou1844,Peter Alfred  (P.A.),Schou,1844,1914,1
AstaNørregaard1853,Asta,Nørregaard,1853,1933,73
Gyda KatrineVoss1871,Gyda Katrine,Voss,1871,1961,2
Ragnhild ChristineThrane1856,Ragnhild Christine,Thrane,1856,1913,1
MaximilienLuce1858,Maximilien,Luce,1858,1941,1
KarlIsakson1878,Karl,Isakson,1878,1922,2
"Pietro, hans stilMarescalco1503","Pietro, hans stil",Marescalco,1503,1584,1
L.A.Ring1854,L.A.,Ring,1854,1933,4
DavidJacobsen1821,David,Jacobsen,1821,1871,2
CharlotteMannheimer1866,Charlotte,Mannheimer,1866,1934,1
LeanderEngström1886,Leander,Engström,1886,1927,1
GustaveCourbet1819,Gustave,Courbet,1819,1877,4
AkselJørgensen1883,Aksel,Jørgensen,1883,1957,2
LudvigFind1869,Ludvig,Find,1869,1945,1
Astri WelhavenHeiberg1882,Astri Welhaven,Heiberg,1882,1967,2
HenrikRom1887,Henrik,Rom,1887,1919,3
JaisNielsen1885,Jais,Nielsen,1885,1961,1
Maurice deVlaminck1876,Maurice de,Vlaminck,1876,1958,2
Niels LarsenStevns1864,Niels Larsen,Stevns,1864,1941,6
HenriDoucet1883,Henri,Doucet,1883,1915,1
PerSmith-Kielland1891,Per,Smith-Kielland,1891,1921,4
AkselJohannessen1880,Aksel,Johannessen,1880,1921,1
JacobSann1874,Jacob,Sann,1874,1955,2
BirgerSimonsson1883,Birger,Simonsson,1883,1938,2
GideonBörje1891,Gideon,Börje,1891,1965,1
CarlRyd1883,Carl,Ryd,1883,1958,1
MarieHauge1864,Marie,Hauge,1864,1931,2
GiovanniCariani1485,Giovanni,Cariani,1485,1547,1
ParisBordone1500,Paris,Bordone,1500,1571,1
AntonioBadile1517,Antonio,Badile,1517,1560,1
AnielloFalcone1607,Aniello,Falcone,1607,1656,1
Bernard vanOrley1492,Bernard van,Orley,1492,1542,1
PieterPourbus (II)1523,Pieter,Pourbus (II),1523,1584,1
DavidVinckeboons1576,David,Vinckeboons,1576,1632,1
TheobaldMichau1676,Theobald,Michau,1676,1765,1
Michiel vanMiereveld1567,Michiel van,Miereveld,1567,1641,1
Jacob Adriaensz.Backer1608,Jacob Adriaensz.,Backer,1608,1651,1
HendrikPot1585,Hendrik,Pot,1585,1657,1
PieterCodde1599,Pieter,Codde,1599,1678,1
GabrielMetsu1629,Gabriel,Metsu,1629,1667,1
Egbert van (I)Heemskerck1634,Egbert van (I),Heemskerck,1634,1704,1
JohannesSchoeff1608,Johannes,Schoeff,1608,1666,1
Abraham vanBeyeren1620,Abraham van,Beyeren,1620,1690,1
GerardDavid1460,Gerard,David,1460,1523,1
DirckHals1591,Dirck,Hals,1591,1656,1
JudithLeyster1609,Judith,Leyster,1609,1660,1
Thomas deKeyser1596,Thomas de,Keyser,1596,1667,1
CornelisBisschop1630,Cornelis,Bisschop,1630,1674,1
Aert van derNeer1603,Aert van der,Neer,1603,1677,1
JanSteen1626,Jan,Steen,1626,1679,2
Gerard terBorch1617,Gerard ter,Borch,1617,1681,1
"Diego, hans skoleVelázquez1599","Diego, hans skole",Velázquez,1599,1660,1
OlaAbrahamsson1883,Ola,Abrahamsson,1883,1980,4
Niels BjørnsenMøller1827,Niels Bjørnsen,Møller,1827,1887,2
Johan JørgenBroch1846,Johan Jørgen,Broch,1846,1868,1
LeonAurdal1890,Leon,Aurdal,1890,1949,5
OlafRude1886,Olaf,Rude,1886,1957,1
SigurdEriksen1884,Sigurd,Eriksen,1884,1976,5
SigfridUllman1886,Sigfrid,Ullman,1886,1960,1
VilhelmHammershøi1864,Vilhelm,Hammershøi,1864,1916,4
AbrahamBegeyn1637,Abraham,Begeyn,1637,1697,1
Hedevig Thorine ChristianeLund1824,Hedevig Thorine Christiane,Lund,1824,1888,2
KalleLøchen1865,Kalle,Løchen,1865,1893,7
KarlSchou1870,Karl,Schou,1870,1938,2
Thoralf NikolaiLerdal1888,Thoralf Nikolai,Lerdal,1888,1961,1
Lars MartinEriksen1869,Lars Martin,Eriksen,1869,1928,1
Giovanni FrancescoRomanelli1610,Giovanni Francesco,Romanelli,1610,1662,2
BertheMorisot1841,Berthe,Morisot,1841,1895,1
Franz vonLenbach1836,Franz von,Lenbach,1836,1904,1
OldrichBlažícek1887,Oldrich,Blažícek,1887,1953,1
CharlesStrøm1886,Charles,Strøm,1886,1967,2
SigurdSwane1879,Sigurd,Swane,1879,1973,2
GabrielDahl1889,Gabriel,Dahl,1889,1963,1
JoronnSitje1897,Joronn,Sitje,1897,1982,5
HaraldGiersing1881,Harald,Giersing,1881,1927,2
PeterBull1805,Peter,Bull,1805,1839,1
ChristianBreslauer1802,Christian,Breslauer,1802,1882,1
MaxHauschild1810,Max,Hauschild,1810,1895,1
David van derPlas1647,David van der,Plas,1647,1704,1
Laurits (L.)Tuxen1853,Laurits (L.),Tuxen,1853,1927,1
AxelSjöberg1866,Axel,Sjöberg,1866,1950,1
Axel  P.Jensen1885,Axel  P.,Jensen,1885,1972,1
KarlLarsen1897,Karl,Larsen,1897,1977,1
HalvdanHolbø1907,Halvdan,Holbø,1907,1995,6
YngveAnderson1892,Yngve,Anderson,1892,1981,2
FrancescoGuarino1611,Francesco,Guarino,1611,1654,1
BernardoCavallino1616,Bernardo,Cavallino,1616,1654,1
Sophus NielsClaussen1865,Sophus Niels,Claussen,1865,1931,1
KarlJensen-Hjell1862,Karl,Jensen-Hjell,1862,1888,2
SimonThorbjørnsen1879,Simon,Thorbjørnsen,1879,1951,1
Wilhelm MariusWangensten1884,Wilhelm Marius,Wangensten,1884,1962,1
OscarBjörck1860,Oscar,Björck,1860,1929,1
SvanteBergh1885,Svante,Bergh,1885,1946,1
NilsNilsson1901,Nils,Nilsson,1901,1949,2
SverreIhle1851,Sverre,Ihle,1851,1908,2
CharlotteWankel1888,Charlotte,Wankel,1888,1969,4
EmmanuelTzane1610,Emmanuel,Tzane,1610,1690,1
François JosephNavez1787,François Joseph,Navez,1787,1869,1
HjørdisLandmark1882,Hjørdis,Landmark,1882,1961,2
Giovanni BattistaMoroni1520,Giovanni Battista,Moroni,1520,1578,1
AlfredoAndersen1860,Alfredo,Andersen,1860,1935,1
ErikBrandt1897,Erik,Brandt,1897,1947,1
Otto Neumann KnophSverdrup1897,Otto Neumann Knoph,Sverdrup,1897,1978,4
Helene AugustaVosgraff1853,Helene Augusta,Vosgraff,1853,1935,1
MartinEmond1895,Martin,Emond,1895,1965,1
DankvartDreyer1816,Dankvart,Dreyer,1816,1852,1
EilerSørensen1869,Eiler,Sørensen,1869,1953,1
EmilOlsson1890,Emil,Olsson,1890,1964,1
VilhelmLundstrøm1893,Vilhelm,Lundstrøm,1893,1950,3
Tycho ChristofferJæger1819,Tycho Christoffer,Jæger,1819,1889,2
Georg BackerBerg1900,Georg Backer,Berg,1900,1980,1
SigridHjertén1885,Sigrid,Hjertén,1885,1948,2
KurtJungstedt1894,Kurt,Jungstedt,1894,1963,1
BertilDamm1887,Bertil,Damm,1887,1942,1
AnnaBoberg1864,Anna,Boberg,1864,1935,1
UlrikHendriksen1891,Ulrik,Hendriksen,1891,1960,3
HjalmarHaalke1894,Hjalmar,Haalke,1894,1964,7
AlvarCawén1886,Alvar,Cawén,1886,1935,1
AgnesHiorth1899,Agnes,Hiorth,1899,1984,8
AntonioAntony de Witt1876,Antonio,Antony de Witt,1876,1967,4
TheodorPhilipsen1840,Theodor,Philipsen,1840,1920,3
Heinrich Christian FriedrichHosenfelder1719,Heinrich Christian Friedrich,Hosenfelder,1719,1805,3
DanielSeiter1647,Daniel,Seiter,1647,1705,1
HansFinne-Grønn1903,Hans,Finne-Grønn,1903,2001,4
RuthKrefting1900,Ruth,Krefting,1900,1987,1
TeddyRøwde1912,Teddy,Røwde,1912,1994,3
LéonTanzi1846,Léon,Tanzi,1846,1913,1
CecilieDahl1858,Cecilie,Dahl,1858,1943,1
RagnhildKaarbø1889,Ragnhild,Kaarbø,1889,1949,3
MarcusCollin1882,Marcus,Collin,1882,1966,2
TykoSallinen1879,Tyko,Sallinen,1879,1955,1
SigridSchauman1877,Sigrid,Schauman,1877,1979,1
YrjöSaarinen1899,Yrjö,Saarinen,1899,1958,1
BjarneEriksen1882,Bjarne,Eriksen,1882,1970,4
Hulda TegnérGrønneberg1844,Hulda Tegnér,Grønneberg,1844,1924,1
IngeborgJensen1884,Ingeborg,Jensen,1884,1946,3
MimiFalsen1861,Mimi,Falsen,1861,1957,1
GerdaKnudsen1899,Gerda,Knudsen,1899,1945,3
KræstenIversen1886,Kræsten,Iversen,1886,1955,1
Knud Ove Schinkel (K.O.)Hilkier1884,Knud Ove Schinkel (K.O.),Hilkier,1884,1953,1
GöstaDiehl1899,Gösta,Diehl,1899,1964,1
AlbinAmelin1902,Albin,Amelin,1902,1975,2
SnorriArinbjarnar1901,Snorri,Arinbjarnar,1901,1958,1
BerntTunold1877,Bernt,Tunold,1877,1946,3
FilippoMazzola1460,Filippo,Mazzola,1460,1505,1
TageHedqvist1909,Tage,Hedqvist,1909,1997,1
Peter PetersenBatta1701,Peter Petersen,Batta,1701,1735,1
FolmerBendtsen1907,Folmer,Bendtsen,1907,1993,1
LouisTocqué1696,Louis,Tocqué,1696,1772,1
Johann MelchiorWyrsch1732,Johann Melchior,Wyrsch,1732,1798,4
JamesTissot1836,James,Tissot,1836,1902,1
ThoralfGjesdal1903,Thoralf,Gjesdal,1903,1963,2
MogensZieler1905,Mogens,Zieler,1905,1983,1
AlfLøvberg1899,Alf,Løvberg,1899,1986,7
GunnlaugurScheving1904,Gunnlaugur,Scheving,1904,1972,2
FernandLéger1881,Fernand,Léger,1881,1955,2
AasmundEsval1889,Aasmund,Esval,1889,1971,2
LagerthaMunthe1888,Lagertha,Munthe,1888,1984,8
AnnaSchønheyder1879,Anna,Schønheyder,1879,1927,2
Mary ArcherHeggen1872,Mary Archer,Heggen,1872,1966,1
HannahRyggen1894,Hannah,Ryggen,1894,1970,8
PoulSørensen1896,Poul,Sørensen,1896,1959,1
LorentzNorberg1855,Lorentz,Norberg,1855,1895,1
VigiliusEriksen1722,Vigilius,Eriksen,1722,1782,1
Christian AlbrechtJensen1792,Christian Albrecht,Jensen,1792,1870,2
HansSmidth1839,Hans,Smidth,1839,1917,1
Anna MarieBraathen1896,Anna Marie,Braathen,1896,1973,1
HildingLinnqvist1891,Hilding,Linnqvist,1891,1984,1
OlufHøst1884,Oluf,Høst,1884,1966,2
Ellen Nordan LundIden1897,Ellen Nordan Lund,Iden,1897,1961,3
HeleneSchjerfbeck1862,Helene,Schjerfbeck,1862,1946,1
VeraNilsson1888,Vera,Nilsson,1888,1979,4
OddvarAlstad1915,Oddvar,Alstad,1915,1956,2
ElsaLystad1899,Elsa,Lystad,1899,1970,2
Ellen (Eline)Fischer1889,Ellen (Eline),Fischer,1889,1966,1
IvonHitchens1893,Ivon,Hitchens,1893,1979,1
LudvigRavensberg1871,Ludvig,Ravensberg,1871,1958,3
JóhannesKjarval1885,Jóhannes,Kjarval,1885,1972,1
EricHallström1893,Eric,Hallström,1893,1946,1
EdvardWeie1879,Edvard,Weie,1879,1943,2
Johann FriedrichMatthiaë1777,Johann Friedrich,Matthiaë,1777,1845,3
NielsLergaard1893,Niels,Lergaard,1893,1982,1
PaulSignac1863,Paul,Signac,1863,1935,1
SamuelJoensen-Mikines1906,Samuel,Joensen-Mikines,1906,1979,1
AlbertMertz1920,Albert,Mertz,1920,1990,2
HaraldLeth1899,Harald,Leth,1899,1986,1
KaiMottlau1902,Kai,Mottlau,1902,1984,1
SiriDerkert1888,Siri,Derkert,1888,1974,1
Joos vanCleve1485,Joos van,Cleve,1485,1540,1
Johan FredrikMichelet1905,Johan Fredrik,Michelet,1905,1984,7
Peter Christian Thamsen ( P.C.)Skovgaard1817,Peter Christian Thamsen ( P.C.),Skovgaard,1817,1857,1
GunnarHaukebø1909,Gunnar,Haukebø,1909,1993,7
KurtSchwitters1887,Kurt,Schwitters,1887,1948,2
ChristenKøbke1810,Christen,Købke,1810,1848,2
MathiasBlumenthal1719,Mathias,Blumenthal,1719,1763,2
ErnöGebauer1882,Ernö,Gebauer,1882,1962,1
HugoSalmson1843,Hugo,Salmson,1843,1894,1
MartinBloch1883,Martin,Bloch,1883,1954,1
ToreHamsun1912,Tore,Hamsun,1912,1995,1
RagnhildThrane1901,Ragnhild,Thrane,1901,1993,1
AagotKramer1884,Aagot,Kramer,1884,1980,4
FritzChrist1887,Fritz,Christ,1887,1978,3
AxelNilsson1889,Axel,Nilsson,1889,1981,1
William HenrySinger1868,William Henry,Singer,1868,1943,1
FerdinandGjøs1790,Ferdinand,Gjøs,1790,1852,2
EvenUlving1863,Even,Ulving,1863,1952,2
MaryKarlsrud1918,Mary,Karlsrud,1918,1980,1
TormodSjaamo1900,Tormod,Sjaamo,1900,1987,1
François LouisFrançais1814,François Louis,Français,1814,1897,1
Léon GermainPelouse1838,Léon Germain,Pelouse,1838,1891,2
ThorvaldHellesen1888,Thorvald,Hellesen,1888,1937,5
ChristofferStixrud1900,Christoffer,Stixrud,1900,1968,2
Alexandre GabrielDecamps1803,Alexandre Gabriel,Decamps,1803,1860,1
Jacob OxholmSchive1847,Jacob Oxholm,Schive,1847,1912,1
Carl PeterLehmann1794,Carl Peter,Lehmann,1794,1876,2
Johan Carl ChristianMichaelsen1750,Johan Carl Christian,Michaelsen,1750,1802,2
JulesBastien-Lepage1848,Jules,Bastien-Lepage,1848,1884,2
GunnarScott-Ruud1897,Gunnar,Scott-Ruud,1897,1953,2
OleJuul1852,Ole,Juul,1852,1927,3
RigmorBech1876,Rigmor,Bech,1876,1938,1
DomenicoFetti1589,Domenico,Fetti,1589,1624,1
Charles FrançoisDaubigny1817,Charles François,Daubigny,1817,1878,1
Gustaf WilhelmPalm1810,Gustaf Wilhelm,Palm,1810,1890,1
EvaSynnestvedt1914,Eva,Synnestvedt,1914,1978,1
Giovanni BattistaGaulli1639,Giovanni Battista,Gaulli,1639,1709,1
Jean CharlesCazin1841,Jean Charles,Cazin,1841,1901,1
August WilhelmBoesen1812,August Wilhelm,Boesen,1812,1875,1
Jan vanKessel (II)1641,Jan van,Kessel (II),1641,1680,1
JohnConstable1766,John,Constable,1766,1837,1
Thorben VikingBille1852,Thorben Viking,Bille,1852,1876,1
AndreaGram1853,Andrea,Gram,1853,1927,1
Gustav Erik GideonLiljeholm1889,Gustav Erik Gideon,Liljeholm,1889,1975,2
ChristianDue1805,Christian,Due,1805,1893,1
FransFrancken (II)1542,Frans,Francken (II),1542,1616,1
Ole Peter HansenBalling1823,Ole Peter Hansen,Balling,1823,1906,2
Borghild RøedLærum1877,Borghild Røed,Lærum,1877,1959,4
Narcisse VirgileDiaz de la Peña1807,Narcisse Virgile,Diaz de la Peña,1807,1876,1
WilliamKullgren1899,William,Kullgren,1899,1973,1
ErlingClausen1893,Erling,Clausen,1893,1981,1
Agnes MannheimerHeiberg1894,Agnes Mannheimer,Heiberg,1894,1934,2
PerLefdal1899,Per,Lefdal,1899,1975,1
JohnPaulsen1892,John,Paulsen,1892,1972,2
HettyGleditsch1906,Hetty,Gleditsch,1906,1992,2
FrankWathne1902,Frank,Wathne,1902,1991,1
RolfKongsvold1903,Rolf,Kongsvold,1903,1960,1
KristianTysken1896,Kristian,Tysken,1896,1973,1
LellaRingnes1903,Lella,Ringnes,1903,1981,1
OlafTangen1903,Olaf,Tangen,1903,1997,3
OmarKvalvaag1909,Omar,Kvalvaag,1909,1997,1
BorghildAskeland1896,Borghild,Askeland,1896,1959,2
OlavAndreassen1909,Olav,Andreassen,1909,1995,1
KåreHaram1911,Kåre,Haram,1911,1992,4
Julius AmatusRoeting1822,Julius Amatus,Roeting,1822,1896,2
VilleAarseth1899,Ville,Aarseth,1899,1985,3
LeisSchjelderup1856,Leis,Schjelderup,1856,1933,3
BjarneReidar1892,Bjarne,Reidar,1892,1973,2
JulesBreton1827,Jules,Breton,1827,1906,1
GyulaRudnay1878,Gyula,Rudnay,1878,1957,1
AnnetteAnker1851,Annette,Anker,1851,1885,1
Olav K.Vaagen1910,Olav K.,Vaagen,1910,1972,3
Olav AnsgarLarssen1897,Olav Ansgar,Larssen,1897,1967,1
AdolpheMonticelli1824,Adolphe,Monticelli,1824,1886,2
Henrik AugustHelland1827,Henrik August,Helland,1827,1855,1
ArneLærum1877,Arne,Lærum,1877,1940,2
BetzyAkersloot-Berg1850,Betzy,Akersloot-Berg,1850,1922,2
AmbrosiusEgedius1879,Ambrosius,Egedius,1879,1963,1
AlexanderRoslin1718,Alexander,Roslin,1718,1793,2
Knud GeelmuydenBull1811,Knud Geelmuyden,Bull,1811,1889,2
Vilhelm BjerkePetersen1909,Vilhelm Bjerke,Petersen,1909,1957,1
PeterPetersen1794,Peter,Petersen,1794,1858,2
OskarHokstad1894,Oskar,Hokstad,1894,1982,1
Kjell LodbergHolm1919,Kjell Lodberg,Holm,1919,1974,1
MikkelMandt1822,Mikkel,Mandt,1822,1882,1
ElliotKvalstad1905,Elliot,Kvalstad,1905,1938,1
ChristianeOlberg1882,Christiane,Olberg,1882,1970,1
Lili Holmsen SømmeSchlytter1869,Lili Holmsen Sømme,Schlytter,1869,1934,1
AgnesSteineger1863,Agnes,Steineger,1863,1965,1
Georg AntonRasmussen1842,Georg Anton,Rasmussen,1842,1914,2
Hans AndersenBrendekilde1857,Hans Andersen,Brendekilde,1857,1942,1
CarlHolsøe1863,Carl,Holsøe,1863,1935,1
RagnhildBeichmann1854,Ragnhild,Beichmann,1854,1917,2
KristianHaug1862,Kristian,Haug,1862,1953,1
LarsOsa1860,Lars,Osa,1860,1958,1
LauritzHaaland1855,Lauritz,Haaland,1855,1938,1
Gustaf AdolfFjæstad Christensen1868,Gustaf Adolf,Fjæstad Christensen,1868,1948,1
AlfredHagn1882,Alfred,Hagn,1882,1958,1
MagnhildHaavardsholm1880,Magnhild,Haavardsholm,1880,1964,1
Johanna BuggeBerge1874,Johanna Bugge,Berge,1874,1961,1
Jacob PederssonLindgaard1719,Jacob Pedersson,Lindgaard,1719,1789,1
Olaf OlafsenGlosimodt1821,Olaf Olafsen,Glosimodt,1821,1901,29
ChristopherBorch1817,Christopher,Borch,1817,1896,8
FrancoisDuquesnoy1594,Francois,Duquesnoy,1594,1653,2
Hermann WilhelmBissen1798,Hermann Wilhelm,Bissen,1798,1868,3
Carl LudvigJacobsen1835,Carl Ludvig,Jacobsen,1835,1923,7
Johan PeterMolin1814,Johan Peter,Molin,1814,1873,2
Hans JohnsenBudal1830,Hans Johnsen,Budal,1830,1879,6
Ole HenriksenFladager1832,Ole Henriksen,Fladager,1832,1871,16
BrynjulfBergslien1830,Brynjulf,Bergslien,1830,1898,25
Erik GustafGöthe1779,Erik Gustaf,Göthe,1779,1838,1
Johann vonHalbig1814,Johann von,Halbig,1814,1882,1
OscarCastberg1846,Oscar,Castberg,1846,1917,1
PankrazLabenwolf1492,Pankraz,Labenwolf,1492,1563,1
Stephan AbelSinding1846,Stephan Abel,Sinding,1846,1922,9
Karl GottlobBeyer1812,Karl Gottlob,Beyer,1812,1854,1
SørenLexow-Hansen1845,Søren,Lexow-Hansen,1845,1919,2
HalfdanHertzberg1857,Halfdan,Hertzberg,1857,1890,1
LouisHasselriis1844,Louis,Hasselriis,1844,1912,2
Antonin Jean PaulCarlès1851,Antonin Jean Paul,Carlès,1851,1919,1
OscarRoty1846,Oscar,Roty,1846,1911,13
Johannes FritiofKjellberg1836,Johannes Fritiof,Kjellberg,1836,1885,1
Raoul-CharlesVerlet1857,Raoul-Charles,Verlet,1857,1923,1
HenriChapu1833,Henri,Chapu,1833,1891,7
WalterRuneberg1838,Walter,Runeberg,1838,1920,2
JoVisdal1861,Jo,Visdal,1861,1923,5
MengaSchjelderup-Ebbe1871,Menga,Schjelderup-Ebbe,1871,1945,1
Anders RasmussenSvor1864,Anders Rasmussen,Svor,1864,1929,7
AugustaFinne1868,Augusta,Finne,1868,1951,2
Jules ClémentChaplain1839,Jules Clément,Chaplain,1839,1909,5
AlexandreCharpentier1856,Alexandre,Charpentier,1856,1909,1
DanielDupuis1849,Daniel,Dupuis,1849,1899,5
Alphonse EugèneLechevrel1850,Alphonse Eugène,Lechevrel,1850,1924,1
Louis EugèneMouchon1843,Louis Eugène,Mouchon,1843,1914,1
Eugène AndréOudiné1810,Eugène André,Oudiné,1810,1887,1
AugustePatey1855,Auguste,Patey,1855,1930,1
AgnesSlott-Møller1862,Agnes,Slott-Møller,1862,1937,1
HaraldSørensen-Ringi1872,Harald,Sørensen-Ringi,1872,1912,1
ValentinKielland1866,Valentin,Kielland,1866,1944,3
Constantin ÉmileMeunier1831,Constantin Émile,Meunier,1831,1905,3
AnundHovde1875,Anund,Hovde,1875,1906,1
KaiNielsen1882,Kai,Nielsen,1882,1924,10
RobertDietrich1877,Robert,Dietrich,1877,1913,7
Jens MuntheSvendsen1869,Jens Munthe,Svendsen,1869,1957,4
LarsUtne1862,Lars,Utne,1862,1922,3
Johann AdamRies1813,Johann Adam,Ries,1813,1889,1
AloisStanger1836,Alois,Stanger,1836,1870,1
Louis AlexandreBottée1852,Louis Alexandre,Bottée,1852,1940,2
Carl JohanEldh1873,Carl Johan,Eldh,1873,1954,5
Einar AxelUtzon-Frank1888,Einar Axel,Utzon-Frank,1888,1955,7
Fin HaakonFrølich1868,Fin Haakon,Frølich,1868,1949,1
WilhelmRasmussen1879,Wilhelm,Rasmussen,1879,1965,7
ThomasVincotte1850,Thomas,Vincotte,1850,1925,1
Johannes ClausenBjerg1886,Johannes Clausen,Bjerg,1886,1955,1
Jean-BaptisteCarpeaux1827,Jean-Baptiste,Carpeaux,1827,1875,2
Aimé JulesDalou1838,Aimé Jules,Dalou,1838,1902,1
Jean AntoineHoudon1741,Jean Antoine,Houdon,1741,1828,1
hans verkstedLuca della Robbia1399,hans verksted,Luca della Robbia,1399,1482,1
